,content,sentiment
324,@Zunga a mi solo me quedan 5...ya casi veo la Luz,P
325,Ay qué bonito todo! Demasiado extraño no estar sufriendo a estas alturas Vamos Seleeeeee,P
326,@LovatoMyLight jajaja exacto! Esta todo igual solo que mas serio pero nada de declaraciones aun. Solo que siempre nos decimos asi.,NEU
327,Mi familia ya empezó con villancicos a todo volumen 24/7 y yo que tenia mi musica puesta y me la quitaron,NONE
328,"@stephvald callese mae jajajaja, el carro estaba bastante duro mae Jaja",NEU
329,Lo malo de las indirectas esque son como un chisme pero a medias! Y así no se puede..,N
330,El otro año va a ser diferente y tiene que ser diferente,P
331,@AndresCastg verdad? Que triste que se haya llegado a ese punto,N
332,La vara es que odio las materias teóricas y amo cocinar,NEU
333,Mami va a bajar la velocidad del internet pero mejor eso a que lo quite,P
334,Hoy me desvelo de nuevo,NONE
335,Mi papá emocionado hasta las lágrimas con los tenores... hay conciertos que se quedan en el alma para siempre.,P
336,Me gusto mucho #AHSRoanoke fue una temporada muy buena y mucho miedo pero corta ya estoy ansiosa por la temporada 7️,P
337,"@Alejandro__Ge hay que pulsearla bastante, lo he intentado un par de veces y nada Pero que buena foto mae.",P
338,@AdriantixYT yo talvez no vuelva a yt por asuntos personales,NONE
339,@EdySmol Me encanta que resaltes la moda sin ser superficial sino siendo un excelente crítico! Saludos desde Costa Rica!,P
340,Lela me escribe Yo le respondo Lela me deja en gris,N
341,"@nathy_ab Tome un descanso y apenas esté de nuevo al 100% vamos a Dairy Queen, esta bien?",NONE
342,@EdySmol Correcto! Es pura arte. Mejor no lo pudiste describir. Felicidades!!! Bendiciones!,P
343,Nadie quiere ir a tomar café conmigo,N
344,"@HolaSoyBataa Pero interrumpiste en mi sueño, perdí el sueño en ese momento y gracias a ti no fui a trabajar porque me quede dormida",N
345,"Que bonito es anunciar que los excedentes de la Asociación Solidarista, ya estan depositados",P
346,"Aún no puedo salir de la U porque la tarifa de Uber está alta, me escupo",N
347,@wheeeing lo mejor es que no sé ni que voy a estudiar,N
348,"@Kengope oh, yo es que estaba curioso de Google Play Music. Apple Music no me sirve",N
349,Estos #CinnamonRolls traen muchas pasas... puro sabor a #Navidad!!! #ProsanaFoods #EstaciónGourmet,P
350,"@cinn_gc10 Un chivi que hace videos y es más tocándose el cabello que video haciendo ""algo divertido o entretenido"".",NEU
351,"@itsshirrley hizo un tiempazo en una ruta desafiante, ¡felicidades! Es muy muy campeona ️",P
352,Me hice un sándwich. En vez de queso le puse leche condensada y aún así lo puse a tostar,NONE
353,En Face Oswar me deja claro que no soy su amiga,N
354,@_void07 ¡CALMA PUEBLO! Todo va estar bien. Solo vaya presente todo y haga su fucking examen tranquilo.,P
355,"Este año más que otros ocupo trabajar esta temporada navideña, ocupo plataaaaaa! Si alguien sabe de algo me avisa",NONE
356,@kabek Y suuuuper diferente a sus trabajos anteriores! Tengo que comprarlo tho porque no esta disponible en apple music,NEU
357,"Me gusta el rumbo que mi vida esta llevando, me siento tranquila y contenta conmigo misma",P
358,Lo peor de recibir clases en un restaurante es el fuerte olor a comida y el hambre que me tengo.,N
359,"Que ladilla, yo soy chevere",P
360,Solo actividades de mi interés me hacen levantarme a las 4am de menos jamás en la vida.,NONE
361,Después de una semana comiendo en México a un precio ridículo... lo último q haría es ir a la Feria Gasto-nómica #lluviaencasa,N
362,Hoy nos tocó de últimos en el Festival Navideño de PZ y lloviendo. Adivinen cómo quedé.,N
363,Ya cambiaron al modelo d Paco Rabane. el que estaba antes era un muñequito yico.,NEU
364,Extraño mis siestas de todaaaa la tarde,N
365,@vivihbena ahhh pero ahí estaban las rubias -.- jajaja ( que mal que no se te quite),N
366,@gpenavalle De las impotencias más grandes. Entiende uno qué significa la resignación,N
367,No sabía que el amor de mi vida iba a cantar. Hubiese visto el programa.,NEU
368,@Kevoludo24 todo está súper barato porque casi nadie fue el festival.,N
369,Ahora sí es oficial... tengo el trabajo más chiva que podía pedir,P
370,"@vikyro18 sii claroo, en play 3 podés comprarlo por 5 dolares. Pero ya en ps4 no",NONE
371,Qué feo es tener que terminar con alguien; y más cuando las dos personas aún se aman pero el entorno no es favorable.,N
372,Ayer fui a @subwaycr y aún no estaban listos para recibir donaciones de puntos,N
373,Casi me aplasta un árbol pero lo bueno es que en la casa ya llegó la Navidá,NEU
374,"@rafa514x te creo, solo ganas de trollear",NONE
375,- se llevo los doritos y los frescos - pero no se llevo EL PAN @MarianaCruz04,NONE
376,La lluvia definitivo que no me tiee piedad cuando ando en bus,N
377,Odio a mi profesor de estudios sociales,N
378,Que asco spotify desde la compu,N
379,"@FedeOrtegaV Ojalá lo consiga, pero también ojalá la empresa del concierto le dé otra como sorpresa o algo así",P
380,Me gusta dar los buenos días BUENOS DÍAAAAS!,P
381,@laqvienedelsol @PilarAcuna Yo la dejé como 3 años y ahora volví. El día que termine del todo empezaré un largo duelo,NONE
382,@elchamuko me alegro milord! Feliz regreso a su casa en el averno!,P
383,Lunes con L de Lindo! Gracias Dios por el trabajo,P
384,"@Mariete772 igual estaba en exámenes finales y estuve muy inactivo, espero volver a la normalidad de ahora en adelante",NEU
385,@lawanddemons perdón por ser la peor prometo darle mucho amor comprensión y ternura apenas termine el semestre,P
386,"Hoy hice todo de una manera olímpica, pero algo se me tenía que olvidar. ¡Ah sí! La sombrilla.",NONE
387,"@Vane_Arcia Sí, era justo y necesario. Lo hice y me siento mejor",P
388,"@Noy_07 Pues de hecho sí me funcionó, me siento más tranquila después de eso",P
389,"@MonumentalCR Buenos días, un éxito su maratonica, yo me sumé y sé que van a llevar mucha alegría a personas que están sufriendo",P
390,"@croq29 @ChisteTipico me ha pasado... Lo peor es cuando sin decirle nada a uno, lo agregan de nuevo jajajaja",N
391,Preferiría discutir con un umpalumpa que con un (a) cristiano (a) conservador (a) de derecha.,N
392,@ashzamc Chao con ud!!! En serio no te puedo,N
393,@MarcosPedzik Muchas gracias por tus palabras. Un fuerte abrazo para vos,NONE
394,Cansado es poco. Pero saber que hoy se ayudó en algo me hace feliz.,P
395,@ASuicideBoy me siento muy identificada con tus tweet y vi tu cuenta porque mi mejor amiga aveces da rt a tus cosas,P
396,"@CamposGeovanni en eso estamos claros, pero yo tengo fe en que los ticos somos solidarios cuando mas se necesita",P
397,Mi mejor amigo me llamo que ya venía llegando a mi casa Tengo 25 minutos esperándolo,N
398,@titabobra aquel señor amigo suyo hizo un numerito hoy de esos que le encanta hacer. Otro día en que la ginebra empezó a fluir temprano!,NONE
399,"@Mausaga vieras dolor jure nunca más volver a ese lugar, queda en PZ para los interesados",N
400,"@Oski_1991 Si o sea, el cel no me interesa tanto pero las cosas que tenía ahí eran irremplazables Gracias por escribir.",NEU
401,"Senasa NECESITA casas cuna, apúntense no hay suficiente presupuesto para todos los animalito afectados",NONE
402,9 horas de que se fue del pais y ya la extraño,N
403,@jaoc03 que buena fiesta se pegaba uno,P
404,"Hasta ahora me entero de que existe la carrera de ""investigador de animación japonesa"", he desperdiciado mi vida",N
405,"Hoy hice el gol de mi vida, perdimos 8-1 pero hice el gol de mi vida",P
406,"Le envié una foto a Ignacio y me dijo ""Que picha más fea""",N
407,@Tia_Yeye @Jacko_Pinto no sabia que eran pareja.,NONE
408,La lluvia definitivo no me tiene piedad cuando ando en bus,N
409,@rebsvargas Un masculino adulto que es fanático obsesivo de My Little Pony,NONE
410,@UnZorro88 a mí me gustan de hecho,P
411,@malamujer Ojalá pudiera darte el abrazo en vivo o al menos acompañarte hoy. Siento mucho lo de tu primo,NONE
412,"¡Hoy habrá nuevo campeón!, que pase lo que sea, que @MagnusCarlsen sea campeón o que @SergeyKaryakin pierda #CarlsenKarjakin",P
413,"Pero en realidad soy mucho menos amargada, maldita y juega de viva de lo que parece. Lo prometo.",P
414,"@bichoclarke leí el post equivocado aparentemente, me salieron los diseñadores snobs en mi feed",N
415,@andrearivl me voy a morir quiero verlo en vivo y tigo no tiene CBS,N
416,Pues que dicen que hubo #temblorcr y yo ni me di cuenta porque pasamos ensayando típico.,NONE
417,"@kathysjo excelente, que grande que está",P
418,"Quiero demasiado el balde de pollo, cebolla y papas fritas de la Papería. Alguien lléveme",NEU
419,"#MisPropositosPara2017Son buscar un mejor amigo, necesito a alguien!? nadie?",N
420,"Que enfermería tenemos, Gareth Bale se podría perder el clásico",N
421,@titabobra A mí jajaja y veame aquí con los ojos pelados,NEU
422,@viborildasigue Abrazos para ti desde aquí Vibo ¡Ahí estaré y listísima para grabar la entrevista!,NONE
423,@solucionesong ...genial iniciativa que nos puede ayudar,P
424,"""ESTOY HARTA DEL SEMESTRE "" -Yo, sábado por la noche, resolviendo integrales para encontrar áreas.",N
425,el amigo secreto de hoy trajo un delicioso arroz con leche,P
426,"El primer capítulo de la primera temporada de Black Mirror es bien pinche triste, wey.",NEU
427,"@marioredondo @ingenieractc no da igual, yo soy funcionaria pública y no todos pensamos así.",NEU
428,"Me siento tan sola por las noches, que duermo con Pariss en la cama de mi hermano",N
429,@AleArguelloF ojalá sigan juntos mucho tiempo,P
430,@somekindofEdu pero pensé que luego de jugar juntos todo iba a cambiar,N
431,Ojala tuviera netflix como en los viejos tiempos.,N
432,@GaritaCRC ¿Y para que me tienes a mi? Son momentos y nos montamos un canal Re-Pichudo,P
433,Puedo soñar ridícula pero si lloré porque @smilinglybybau se fue,N
434,@GuillermoBarqu1 Carepichas esas solo piensan en ellas.,N
435,Es una verdadera ver que los videos mas caca tienen mas apoyo que los que costaron,N
436,"@eldiariodedross Mandale un saludito a Jonathan Duarte que esta en el hospital pasandola mal con una operacion, y solo ver tu videos",NONE
437,@andrea___cr @ccssdecostarica Ufff... hay una discusión enorme sobre esto. La Clínica Mayo dejó de hacerlas por años por los resultados,NONE
438,Porque si estaba bien me tiene que dar calentura de nuevo ??,N
439,"Lo peor fue que nos encontramos en un bar, y no le pude hablar x mi timidez",N
440,@twocannn a mediodía? La próxima no lo dude! Aunque me vea serio yo soy un carajo buena nota!,P
441,"Ya mi relación no es lo igual con Davi, ella me pierde",N
442,Primera vez que David cena en mi casa y quiebra un vaso.,N
443,"@Jorge_Rivera8 la del mio peor, tengo que andar con dos telefonoa para poder revisar tw, fb e ig",N
444,"@tsaitami Descubrir qué somos está pichudo, diría el patán",N
445,Les juro que lo stalkeo y mi instinto asesino se activa.,N
446,¡También tenemos tradición #costarricense! Por supuesto! #Cajeta de leche con almendras! La más rica de todas!!…,P
447,Lo bueno de verano es que en el grupo hay varios compitas,P
448,Las tenis blancas no se usan todos los días,N
449,A mí en serio esas cosas de ganar no se me dan,N
450,"soy la mejor amiga secreta de la vida, quiero el regalo que voy a dar",P
451,"Hoy será un día muy largo, y mi último día siendo un pilluelo de 21 años",N
452,Me iré a dormir sabiendo que la única app de manga con la que leo no tiene actualizado ons,N
453,Esperando que sea un buen jueves por la noche,P
454,"@arlynerl03 Y si me corrigen es como... ""Trágame tierra y llévame directo al infierno""",N
455,@estabarca fijo si me gusta hago lo que hice con el episodio VII... fui al cine 5 veces,P
456,Me encanta la olla de carne pero no me gusta que por ser sopa no me mantenga llena bastante tiempo,NEU
457,Podría pasar un Día entero viendo sólo mejengas.,P
458,Si se desesperan nos lleva puta,N
459,Que triste cuando uno anda en una actividad y no tiene con quien bailar me veré muy rara bachateando sola en media pista ?,N
460,"@franky2055 que dichoso ya casi terminas, yo apenas voy por el 85 jaja",NEU
461,@meel_solis estamos en la misma lucha,NONE
462,@ysareth LA delicia! Mi mamá casi no me deja meter a los gatos Pero les encanta dormir aquí cuando pueden,NEU
463,"Por dicha solo me volvió a ver y siguió durmiendo, pero me dio lástima",N
464,Yo me quería graduar con la camisa rosada,NONE
465,Y si comemos crepas con una bebida de café O un smoothie Hoy habrá feria navideña y nuestra Esparza se pone d…,P
466,No he visto el nuevo episodio de #TWD,NONE
467,Buen día @adruari ya le seguimos,P
468,@MauHCorona Lo normal es aburrido.,NEU
469,FAV si crees que me gustan los penes (como no soy famoso y nadie le va a dar FAV pues tendre la consciencia limpia),NONE
470,Hoy me di cuenta que mi crush ya tiene novia y es mucho menor que yo,N
471,Odio que me cambien mis planes por comodidad de los demás,N
472,@Izzytica @Unodien regla de los 3 segundos,NONE
473,@Chuletta diay. Estuvo bonito. 5comentarios,P
474,"Men @RedstoneKnarias no nos eliques mas de porque pierdes, porque a nosotros lo unico que nos importa es divertirnos viendote jugar.",N
475,Ya estoy estresada de esperar resultados,N
476,@Prifv @kabek no hemos ido a la cabra loca,NONE
477,Me llena demasiado ver tanta gente con la intención de ayudar y moviéndose que lindo todo,P
478,Mi mamá sólo decirme que estoy gorda,N
479,@mary_robre asi que ahora tenemos una posible nueva carrera armamentista in the making,NEU
480,"Sopa Negra, opción plato fuerte en la soda. Dios sabe como reconfortarme después de las noticias agobiantes",P
481,@natyrodriguez Demasiada decepción con la humanidad,N
482,"@avargas10785 yo te salgo de eso, yo es por luchona y que me elotan en el work #lindaperopobra",N
483,Cuando yo vi al Pipi aquí en la conferencia de prensa casi lloro como ese niño Pero solo estaba ahí temblando,NONE
484,"@chrchaves jale, traidor, vendido a la corona española!",N
485,@grassengel no podés tener lo mejor de los dos mundos,N
486,"A la gente buena, le pasan cosas buenas ... al resto a veces también nos pasan cosas buenas",P
487,Nunca me he ganado nada con @PizzaHutCRC y que chuzo sería probar la nueva pizza esta tarde liberiana está como para la Crown Pizza,P
488,Desde el jueves pasado estoy esperando el entreno,NONE
489,Jaja Trump en los primeros 3 meses se va a traer abajo el TLC nos vamos a ir todos a la mierda,N
490,"No estaba muerte, andaba de parranda! Jejeje",P
491,@FexCR ufff una cosa deliciosa!! Jajaja Que desorden ! Metí las patas ser feliz Fexito!!!,P
